"22.779078854301552,-168.79630146156634","-1.1761855427352481,-6.210094316959946","-1.1353822147724386,-13.672110530183621","-3.9512329270528457,-18.151738016397605","-7.485641820129133,-49.15390642443914","-13.404486537100498,-61.106584288109666","-14.54322808052821,-71.7990791845814","-14.830098950553403,-100.39088208849505","-17.66694177503889,-103.88562965464108","-16.12946120663485,-117.04965504706391","-13.358740148997708,-132.26960943072046"
"-8.44483030959852,-164.9564299018898","-2.6437676609232126,9.624383664366976","2.2485425851534755,-15.766454008955362","6.067505751662954,-40.61099390683075","4.2287100221114535,-48.682904563347385","5.138950867788264,-84.0671571485965","8.582948150160004,-108.94749982857306","9.628108521095651,-120.41782861769079","12.445886565449186,-139.1783026591064","16.92423756707616,-156.10598297606785","25.85751560536307,-171.15025630551426"
"-103.0,-46.0","0.0,0.0","-8.0,-2.0","-16.0,-5.0","-28.0,-12.0","-41.0,-19.0","-58.0,-26.0","-72.0,-33.0","-87.0,-40.0","-94.0,-42.0","-103.0,-46.0"
"-108.41149221748621,-74.77649493264433","-2.732648126289731,-3.6176019716750956","-4.140033374824883,-1.2097685998656105","-16.574249003359462,-5.118432700456543","-25.523321847361473,-12.219169532678599","-47.658242897250474,-23.869647234513295","-52.8991713784282,-26.638738747727636","-66.1180038359866,-32.67656141381687","-79.27076974819332,-44.222780929123765","-93.06760500726847,-49.82348960409741","-101.40482830686933,-49.95430462436384"
"-105.53645952335343,-44.18965101538716","6.748823829003412,2.268344120235099","-19.41472350203822,-2.403067815959231","-14.31892179755799,-9.905058495281136","-32.55820792916254,-16.044651314687158","-43.16946715111943,-32.16379392215147","-59.79542381989139,-37.42761640255108","-81.90841646023514,-48.355982860768194","-88.01048557754376,-58.36087186779914","-101.88847886221554,-65.86614775256285","-112.17351696094264,-68.12470078836648"
"-122.07020494002354,-34.9915950804534","-1.7585235007020998,0.35618662725475053","-17.781280746782333,3.5199678100274294","-13.945512960233398,-4.253484692256722","-41.39736372363494,-8.326449270692478","-58.192363257658926,-6.735274920784013","-78.88892617960776,-15.62450282674159","-90.85757745181786,-21.20580216079141","-100.46308910807512,-26.064820607863307","-115.60848384307516,-20.528131052246238","-124.27945735682567,-28.88288549619981"
"-10.0,59.0","0.0,0.0","1.0,6.0","1.0,12.0","-2.0,20.0","-3.0,27.0","-5.0,33.0","-7.0,41.0","-10.0,45.0","-11.0,51.0","-10.0,59.0"
"3.74416785848711,64.10171233702663","-0.0022194528985442774,3.6100131293200604","1.076082046688003,1.100587287263408","-0.13047598823056117,16.766866215011554","-2.4894017329235134,18.025848384624435","-3.3133081207468424,26.068663912541396","-4.623312936534222,27.228629256685238","-8.539088853273771,36.41889610862929","-11.627060218138016,41.592483673949175","-12.270937757739603,45.18069448876075","-12.135313388144946,55.01426357200656"
"-3.294128897980472,57.3318182858339","-0.1952519373185075,1.3453294069536048","1.4073201614922946,4.676221146815884","1.7343621432936034,15.736666039318157","0.3236996303382478,23.247169326541652","0.8098821145788055,27.772389353667","-2.1454514880680238,34.501152994039614","-3.3661179291162338,35.486174548569394","-6.460706916340157,39.50305751052583","-5.307143771125282,51.18511579136414","-3.23044048519219,63.39557250801529"
"-12.594122822980658,59.36166620364071","-0.6158558377648272,-0.30059661566755314","0.6676891181289554,0.41066652378435","0.9136468719043009,12.454961002684923","-1.5052071318993676,17.968297558727258","-1.2815607772728803,22.917898179312242","-2.6549798206416786,29.86395899865218","-4.474857893144508,36.84269423070386","-7.1829535126905935,41.26566823138538","-6.613774893767174,46.16457763546987","-4.44533464702114,51.34325119037935"
"79.0,-141.0","0.0,0.0","11.0,-5.0","27.0,-21.0","48.0,-43.0","73.0,-72.0","96.0,-103.0","104.0,-128.0","105.0,-145.0","91.0,-137.0","79.0,-141.0"
"52.128263795316556,-152.04958051125914","-4.256995780508573,8.990264390539501","16.883177324114612,-3.871201895241169","30.29933413122864,-25.940415675153872","61.28885410624174,-47.85745336270962","98.67790563087514,-57.05246257180352","122.15931206309013,-105.58523901848339","139.20033752302277,-137.39525106986986","150.10515181490905,-144.52277190756968","128.9885586012307,-147.30869797861087","123.49741190330482,-160.08733182172986"
"119.32829819221145,-125.56621035494148","3.3860402054877867,2.920499817537054","8.913074850458573,-4.543544606714869","30.263563994177513,-29.035570234424288","34.2745260770795,-48.607244937485625","64.39392605543439,-75.53190053897826","94.74512368993327,-128.18736829305314","99.60024544550951,-132.88224456665293","101.22864047373027,-142.80145823903152","69.88182524180644,-153.31888159172814","70.91277276068888,-157.64742770119756"
"58.4387993395804,-154.92038211014392","-3.2027916177670277,0.6904895284936731","0.45120339477099136,5.141243247762513","19.885725559472494,-23.97024384751832","43.79095750433184,-31.455606803332778","62.32971813826626,-54.36442716573981","87.08206499342006,-84.43648499603722","104.0323200252039,-106.77139793693689","88.01066965615138,-123.89188059454335","82.69460549684202,-120.89219143217584","71.05349933853843,-126.21006132348069"
"-68.0,-1.0","0.0,0.0","3.0,-12.0","5.0,-15.0","-7.0,-15.0","-15.0,-11.0","-27.0,-8.0","-36.0,-6.0","-46.0,-3.0","-57.0,-1.0","-68.0,-1.0"
"-63.08254525360271,12.566815841773533","-1.152074156567448,0.7188743562579589","0.875648990316465,-11.366020130327044","8.091092157377483,-14.963032444585515","-3.953737562909991,-15.81642713244941","-14.59578524557088,-9.267148205008583","-20.016420685397023,-7.79489145226231","-37.24011956863514,-2.213576346166973","-42.57753821819667,0.6540018173680768","-53.071675882524566,4.395171776271739","-65.94004469093468,5.939083585701523"
"-63.11668916729363,6.928206672539748","-4.0285785884884415,0.6080664904649286","-2.7796908685580948,-10.7761202459313","4.891924850358946,-14.758124465605214","-6.7137928002662,-13.402163002500771","-16.63012686031348,-10.786813342123331","-33.76202389749558,-4.861275984161001","-34.4556861375995,-1.763533727318566","-46.02561452787069,2.070579785775204","-56.230567711850235,5.035572468604755","-68.50603733670822,7.879991341748944"
"-64.81157520463236,11.69278102688018","-2.67226442863348,-0.2954108890604184","2.02221875035679,-12.423333275012926","3.088358994764618,-15.141835888177933","-12.030272487364984,-14.2704770359184","-14.153863927706514,-9.16469994447384","-28.337116534476504,-6.001707654035675","-31.98579627593115,-2.2988913342844715","-43.302169937946864,2.5035617670561976","-57.96315244152996,5.259218736655804","-64.97844680480658,5.173198763049456"
"63.0,45.0","0.0,0.0","7.0,-1.0","15.0,5.0","25.0,10.0","34.0,14.0","42.0,20.0","50.0,26.0","58.0,32.0","62.0,40.0","63.0,45.0"
"67.60719700893684,63.334129091805806","-1.0642343392450322,1.313380794166381","2.794850444493103,-2.759340893482604","18.344841758372503,8.672619101356787","27.23420688876489,9.491135452361473","32.22138454193837,19.72341605631","45.17299937541046,21.29200800074215","55.61407676033855,30.293978163412113","61.29140633059114,31.164419888775733","65.12784595019498,41.39560880362212","62.77915925139001,48.531482901019324"
"77.60524649244618,48.14018912556164","-3.480151791256753,-0.47120756186987733","8.451925372161021,-1.5329345020873624","13.782059522841372,3.7472278520415228","21.56782332776702,6.44547277006319","30.3448952833408,15.93598483578874","37.19008341957994,18.85718591744395","44.85371254703682,25.688542220923907","56.040640928739485,29.33385544696512","60.04529359004896,38.96282543106328","60.533864369103014,41.758305041324874"
"77.29661367023384,46.12700047073774","0.8760483980497459,-1.0696269584356624","5.93077746146249,-1.0674258848795786","5.691443748432761,3.2018883556767985","21.89847172472376,7.390281392635937","30.71817396816671,15.770019672246518","35.421065875820695,18.148126787078763","39.19559287332927,23.28264710921901","46.355918333170614,26.97319037810097","47.58736089893438,35.44744257795221","54.55329253889902,41.32954066506351"
"55.0,14.0","0.0,0.0","7.0,-2.0","14.0,-2.0","22.0,-2.0","29.0,1.0","35.0,3.0","40.0,6.0","45.0,7.0","51.0,11.0","55.0,14.0"
"53.99018980822929,4.072634636084194","3.078590720924342,1.5779900690332687","8.797220651026782,0.5522198221904047","11.209757605263396,0.9006226893439144","17.060147547809553,1.6417509250575129","32.0470989828112,7.889932683786983","36.031823668360396,9.604852817847988","44.427023646983834,17.329119095018577","46.114973612454385,19.20066775748331","53.81955272288255,23.269850807621175","59.60224983282794,30.60054983613184"
"61.42184756932565,6.152380400711078","3.145576358258401,-0.8736395390341909","7.3014010158206935,-2.324130953781848","10.546422534498486,-2.488241104813448","16.261770952595985,-1.8351598538465606","21.0131634058173,1.2773926439180372","27.406217537650804,2.8198505921073425","34.6109535549591,5.032086831737658","38.1311371263619,5.651574631091164","43.0072603919347,8.417305428565424","48.4325576299056,11.849040030284465"
"62.207591617126525,8.850498056518902","0.3132459280791317,-0.3465833504780353","8.616118807616296,-3.923020896597653","19.903739214720616,-4.95172224534436","28.427135289188804,-4.881895555269341","34.10295413655717,-2.9229253792028986","40.197442361363365,1.5389501460906603","50.21086182813639,3.522510243627204","54.218553617775726,3.096831650133092","62.69700304665307,8.24082655236276","67.44663466440157,10.560262947744045"
"-162.0,82.0","0.0,0.0","-20.0,4.0","-47.0,12.0","-74.0,23.0","-95.0,35.0","-106.0,47.0","-123.0,55.0","-136.0,67.0","-147.0,76.0","-162.0,82.0"
"-165.14096002840827,93.44755299091494","5.128610526170921,-8.131590056553213","-11.97712043868571,2.878631387701945","-48.27168673067526,9.8800839012002","-40.21862585898962,19.89871679100701","-66.1903130586505,21.13485747007042","-99.56966722102176,34.405421658158275","-103.55767925019883,47.10154958463843","-109.97501354935001,56.723465633434564","-129.63583981630208,66.22739490479469","-125.39588872269209,70.62447168766946"
"-147.02265273891828,87.99794481859345","-12.411655337146733,-8.36872790471501","-22.08947737732646,7.103090311810342","-54.31270718338109,14.167591248968586","-74.83499137364859,27.578187315869158","-99.47141047861197,37.49430555983138","-102.01636688653444,55.24549938651865","-133.97218647024712,65.04094023660657","-133.47605323474787,78.5708475501731","-139.5942482372749,89.04273829551516","-181.86344688505497,97.41401375358554"
"-154.53217514669078,135.1137806877399","-5.206306295962588,-3.250471765989863","-22.188968555130714,11.411547166446276","-39.6748725077569,21.780762019230643","-69.99392899616541,43.874415163755806","-87.0838335537236,49.2387887740652","-106.50849399587065,69.40950678141073","-115.2575982047363,82.23509549934367","-108.56251652922386,104.72354788222674","-115.03231897758128,95.52674328674414","-150.3244146830095,116.51111384039291"
"195.0,-108.0","0.0,0.0","18.0,-2.0","46.0,-13.0","88.0,-31.0","144.0,-60.0","184.0,-86.0","207.0,-103.0","217.0,-115.0","207.0,-116.0","195.0,-108.0"
"176.98577520900616,-165.7570727259059","5.8096867963163,-2.5457694941148064","21.317998692951072,-2.026437169257235","32.45436687220034,-14.44706903027045","72.60550868217237,-32.79960883364516","113.05220323165341,-63.75557225675729","158.26301375429756,-97.53403629499586","153.08383594642905,-110.50740066377276","180.19916489985914,-118.85802914466564","176.27154870311972,-124.04277121455858","142.6268839253098,-107.16686944282779"
"201.03896335394967,-67.31081184177887","17.042287939996317,-1.4319737859689963","29.92881970741132,3.0635016842483496","37.37407900193254,-8.928489709945753","77.87156252813112,-29.83883157759236","165.39172263400025,-54.81667630846495","208.6725699456563,-85.95519074129209","233.93094189309315,-106.93290481119","221.72653342237575,-121.93137259513735","231.25877322803018,-109.86192723717657","231.23428691570925,-108.65918050738858"
"222.11753123141952,-86.02528547569365","-5.90491043913155,-8.162526518734948","16.911766553504503,1.668115927014587","38.02870905526807,1.5552551548948577","72.26831803268782,-21.116145544334877","147.37332878796454,-33.33907995574464","194.38229970551453,-50.91664035426112","195.1805731951397,-63.79545805374788","199.33327150666597,-66.63660577377225","207.49813946000174,-68.71601921727427","185.36647235748907,-65.91370524651519"
"-94.0,-132.0","0.0,0.0","-9.0,-17.0","-18.0,-40.0","-32.0,-59.0","-45.0,-75.0","-51.0,-90.0","-59.0,-99.0","-67.0,-111.0","-82.0,-124.0","-94.0,-132.0"
"-58.734798811173576,-128.26764615469554","4.794785001321567,-2.531957611505183","-7.9660575767607416,-12.169049666665122","-11.726999957939963,-37.74641808822721","-28.875514782711317,-53.23461321898144","-35.06718462646191,-62.31832297232625","-52.53432007206239,-79.69363953923192","-49.046399602756786,-89.70134146512115","-53.56928400037306,-105.45375574182508","-74.0619444342226,-105.2662444844196","-76.35811417256166,-118.67741836573205"
"-84.28212920134183,-175.063347166189","4.873642637517484,-1.2629738765696512","-10.556189167889944,-13.514049745743376","-20.91232306829888,-28.999782422887026","-49.060460812708584,-68.05325116685161","-60.448369847159476,-62.662733364813235","-72.52210263409108,-85.66578510634271","-78.33918870494038,-92.70432266501707","-96.26749954746413,-98.59860289521075","-115.22906615834326,-116.43629513771012","-124.88464399622191,-105.48729059910707"
"-93.70457117797773,-155.828052604793","0.13860360973244285,1.7333072537411025","-11.196787301197169,-12.58975674698996","-18.51403209759361,-28.337420870370817","-32.36628426484648,-67.24410887818775","-37.16294061833152,-77.87301494043741","-48.67994975765111,-95.94999852758117","-50.54776386279503,-108.89531413079192","-59.45587905297871,-121.50909891110753","-82.9898309641287,-146.94510242426853","-88.27222153244696,-142.60882732251468"
"18.0,-171.0","0.0,0.0","3.0,-19.0","0.0,-39.0","0.0,-64.0","3.0,-90.0","3.0,-113.0","3.0,-131.0","3.0,-149.0","9.0,-163.0","18.0,-171.0"
"23.143200088799194,-151.6248006789681","1.7745719239006061,-1.634690503133271","-1.700662800855712,-20.445829366673948","-7.368126687862072,-33.47742456863216","-11.21115453499922,-57.48627715427611","-15.218446822617336,-94.55793655646755","-15.419054025664101,-104.82350086530461","-21.364645868710966,-126.00107622555194","-22.464315571065665,-141.1202366102077","-23.344360549426057,-173.42805415633967","-13.972096303264273,-174.77244267533703"
"48.902929883309184,-132.32495059409672","-0.21339849566772423,-6.151390298177345","4.508560641438665,-22.20124330264595","3.319617560172495,-37.16978232079496","6.1567064349173695,-81.33498403157056","10.448692137913469,-96.59207519499974","13.908091149878917,-128.60670259479454","15.806784963162105,-132.58739448326824","16.6485740430665,-161.5637727133804","24.23376881025981,-166.50631474569556","33.58200233754523,-177.89349178172267"
"26.080418980154626,-199.5748615714346","-1.0282945111948967,-5.214127078928951","5.760681526364134,-21.023939391707405","3.067469218296646,-50.31423082684194","8.39971827545529,-85.88114440683987","12.610565334840548,-93.28997326087206","15.696532222015396,-124.66126346169578","19.75424175996741,-151.19259824556488","21.2218557086,-183.4832813191213","30.079429681347747,-174.1411973874796","40.41957644474756,-195.19399590893673"
"36.0,-21.0","0.0,0.0","5.0,-3.0","9.0,-4.0","14.0,-6.0","18.0,-9.0","22.0,-11.0","25.0,-14.0","28.0,-18.0","31.0,-20.0","36.0,-21.0"
"32.02321838646005,-20.85695221548356","0.035895389594108915,0.18723619447764206","5.578387017087746,-5.891987713921507","8.98926442510693,-5.2324044143266875","11.808483935060165,-8.800820614899777","18.05072972770242,-13.952407899267474","23.772948849145152,-18.338370535327638","26.63506679704926,-20.167972869330377","27.904426847617152,-28.16318880020514","27.792204310095926,-30.724474452464797","34.282658509168066,-32.771822664119185"
"33.56647079840945,-15.020959583094127","-0.2208138737867581,-0.24089882486701403","4.269531584224815,-4.511777556340064","8.297075784718817,-4.995153197771622","15.363388924141372,-8.92750090387863","17.899261695218918,-12.926143591714192","22.436354170130045,-15.234843774031937","23.222847493029594,-19.13362593228967","24.795439485345245,-25.889375564851548","30.074906397752052,-27.246782696233993","29.054986062020948,-29.237537064241863"
"35.29429224523095,-29.730514494418934","-1.0308340923580228,-0.404432125202223","2.356308642258639,-2.3376969373964083","7.030662478884448,-5.180815264873602","12.252951950259753,-7.94555557625068","14.561071955665156,-13.015513075587357","19.340941020028318,-13.203453787287167","20.456150412458175,-18.134786512399458","25.64353667065993,-22.085909745313536","30.809022599619986,-24.378713628326828","30.253926241224125,-24.09124581930104"
"-18.0,-62.0","0.0,0.0","0.0,-10.0","-5.0,-22.0","-10.0,-31.0","-16.0,-43.0","-20.0,-53.0","-23.0,-60.0","-26.0,-72.0","-23.0,-71.0","-18.0,-62.0"
"-30.106043599483648,-67.60072981397467","0.1602695247151934,0.0961674064425356","1.9024378207851338,-11.17535716667682","-3.374848826810709,-22.412518478593483","-4.682365278107114,-34.555583107282615","-11.50333911704935,-47.78542429161282","-14.321740294554719,-58.27004014306582","-13.221828349466229,-70.40106789139128","-17.978579767791583,-84.15415727526354","-12.710039988709479,-89.72014072429954","-9.324030230334794,-76.56398497335579"
"-30.750016923858603,-55.618073124679775","-0.15685378171560033,-1.7785504866373938","-3.434646590829339,-10.460937116389697","-6.253912220815254,-10.11914986230444","-14.126149317600413,-36.34365815071181","-21.404163276947102,-39.95802522366842","-25.020670696566956,-49.33115642473306","-30.700592995817026,-59.205187650071444","-33.357005729699374,-69.04649741213238","-29.0956680853785,-66.85801813246492","-22.780320102977484,-52.40643815885739"
"-20.73606339734106,-53.16317033409524","-0.6723636934209658,-4.204249869526166","-0.2640540436755229,-10.550979991238405","-1.8995434722847804,-21.476182467600363","-8.34291514601781,-33.13959294430851","-10.88354422627041,-43.21330545107946","-14.359140384347203,-51.43885199746597","-18.7475530685696,-62.4322368085288","-22.375276739262382,-69.67926008076414","-15.61508518055032,-72.09983917108772","-12.92328570948088,-66.0501958466347"
"-142.0,50.0","0.0,0.0","-26.0,1.0","-51.0,1.0","-77.0,6.0","-98.0,11.0","-116.0,23.0","-140.0,32.0","-163.0,40.0","-165.0,48.0","-142.0,50.0"
"-142.86360619504904,38.23994356976644","5.474824295081389,-2.4221492132565756","-21.635064325983308,2.0779869500221593","-52.80784487599436,-0.19574868632997067","-79.34572369371908,9.282647672374651","-92.7447906584013,10.463688303065824","-119.17577104532535,25.192743247493418","-127.29796834230076,33.68034034333288","-141.34670339856584,38.52675102035944","-152.0602845782472,51.54116137698547","-142.15464220844586,54.18060445767871"
"-170.24600333148175,16.673027860277777","-0.5098724221553892,-0.05223234337626721","-23.249984320474844,1.165695710212117","-45.39784335544932,9.683421390258562","-85.6072536958438,18.695053423359532","-102.85424850532499,25.95640245850995","-127.12713546453087,39.69706625239264","-127.9853828905501,54.54165605213632","-172.5156839449619,67.54906663007476","-175.2469076456923,68.24239772960757","-148.37368283130292,72.9997543846901"
"-128.34091870788706,10.542313970188992","-16.512838830349033,-7.511577585265295","-25.03047569345319,-4.4300861879486595","-82.78344509919813,-13.769126351228127","-82.28978765930414,-14.979937990274525","-126.2282382187386,-14.50468555348785","-137.28024588295668,-3.5034471418543944","-170.88674035754767,1.5814362357234515","-189.03298090767188,5.853472036667583","-194.20199624407527,13.855118040377732","-171.0323443697704,28.9812993538317"
"143.0,-86.0","0.0,0.0","11.0,-2.0","28.0,-9.0","50.0,-21.0","77.0,-34.0","105.0,-49.0","127.0,-64.0","138.0,-71.0","136.0,-77.0","143.0,-86.0"
"154.80588260427623,-77.18137517130373","18.63105302284098,5.841344295975775","18.5065570957594,-1.6945837185513275","27.97534280374776,0.6314990218964738","49.707965709265345,-14.409033936693511","90.04818609940381,-13.844896902545777","114.55875456013155,-21.924396125856465","148.18867416616223,-37.430580194592366","157.0479956313224,-43.946897238266715","150.9041545492687,-48.65316245731513","166.94843269149084,-54.56610582769524"
"163.53149755958512,-107.0573505756449","-6.788409212871298,2.212627792805771","19.619872074505164,-5.424282472814982","25.175856328414437,-14.336074723898747","37.605319094925704,-41.41001444253303","68.62780955714105,-63.64213256860578","102.7981527473363,-83.26902143807817","115.39192418053773,-107.36816321091653","131.30813122408648,-125.02444813023858","134.50022663649463,-128.96453149513258","130.03802367839353,-131.426516209412"
"131.64980434542832,-111.168068347175","-11.684414011174313,3.1984141810014535","19.918874135138694,-4.738271777831091","22.737196089199834,-12.029631186156474","66.88538763367639,-41.172223568579376","76.08129239841784,-59.47947826463481","108.10380436597666,-81.25164096499608","113.25442329985938,-107.07665766358404","141.90593240989537,-114.32107173416327","138.36466478005048,-114.66714844395734","144.17640811205996,-122.6923431219551"
"26.0,124.0","0.0,0.0","2.0,12.0","5.0,27.0","5.0,43.0","8.0,60.0","11.0,73.0","14.0,85.0","19.0,100.0","24.0,113.0","26.0,124.0"
"50.87784947713513,116.09424957066125","-1.915237568485505,12.456782092901753","4.273328496837066,-1.858125776538573","-1.968770135566107,31.03150542007296","-5.250091775135051,51.04183675310789","-8.748575218330563,67.10171333869533","-8.761956530512737,86.97097834850418","-10.703871657318015,104.48456877880477","-9.716568452975633,128.6239207482789","-5.587912945798255,132.08763153722722","-8.632386456529687,157.02074185114077"
"15.760705085181712,105.78093960217123","1.168655926410438,2.2552352001173634","2.6961027825949384,1.2273776090405175","3.01344066313197,22.47541359051624","4.658030122437585,33.84953237128422","4.046385362391888,56.46770435618332","4.532593861871005,60.82177374138118","7.378542788671323,75.34330771450757","9.666387148241032,94.84700965097677","15.56052038775859,106.98380571902305","19.561322087531575,105.18907657678959"
"-0.9796674534524428,120.54758162412888","-1.7908327820577588,-1.175774047226927","2.3409636145646644,1.2285414267329156","8.387684458295862,40.53113431970592","11.448841697540217,53.76775274827109","16.887310777953076,78.67688924034339","20.930239095183655,84.65911854739869","24.86319958706134,99.72345831539936","31.131982202353115,112.00628045391107","39.438254884120866,131.7728241691596","42.27195183461218,137.12590962449892"
"-73.0,122.0","0.0,0.0","-8.0,14.0","-15.0,31.0","-21.0,51.0","-29.0,67.0","-37.0,81.0","-42.0,91.0","-48.0,108.0","-59.0,116.0","-73.0,122.0"
"-74.32584783910299,111.0394529844324","3.3637770322600984,-10.05614002440589","-7.618773361852082,32.364266844937305","-19.699979688701465,37.95715344870522","-29.369784291277433,46.732132798161295","-42.90273301023713,92.0992077096434","-47.76123959339898,92.99030219467707","-56.517149820592735,108.64693241107095","-63.51816531378268,114.02483654065578","-68.86274723100291,139.47136398687","-89.55471546646746,139.01989689789085"
"-99.2856917001329,100.14325848573569","-9.648721962440101,2.3556034080224153","-13.78281804868387,-2.948179493904406","-21.179811045842573,42.32630917883555","-29.452170905612597,52.253170061565314","-46.03816619793286,59.60103446332481","-55.65768288398643,70.68196155953594","-63.90137769433478,92.94543321936392","-64.00917999352612,111.59064124366371","-82.89978340108989,117.43898171558916","-94.68589549696196,117.01016663429382"
"-78.62814738461208,102.40186350990456","1.448779044785028,8.467319497514136","-7.587152528384015,14.775316517921881","-12.276206379942868,49.26233981015987","-14.27404852061265,62.700757653294495","-21.485349064818166,74.56383509243992","-37.02875173224356,99.48824210093996","-35.63975839149229,113.48310729227099","-40.027782390878656,132.9831694824087","-56.48171338490498,134.52698087524215","-67.19059133023067,136.2333735729525"
"-31.0,-81.0","0.0,0.0","-2.0,-9.0","-5.0,-19.0","-9.0,-28.0","-12.0,-39.0","-16.0,-48.0","-20.0,-60.0","-24.0,-66.0","-28.0,-73.0","-31.0,-81.0"
"-32.19797257717224,-62.71246741561717","0.04650515144422673,-7.681655529343177","-4.998391316701721,-5.994581229478376","-6.742350701225183,-14.029610511353496","-9.860427144002585,-20.6068622259548","-14.014063566822092,-42.49715042554586","-16.182823070612322,-41.65571074992479","-23.285854004119944,-59.711804147941415","-24.371532840510653,-63.20253679288309","-28.32694979642435,-61.28248304329471","-35.153780066262314,-72.88928763920893"
"-45.4774157564833,-78.46914599845731","1.7303957356544346,0.754726007462005","-2.5911757777477247,-7.21891925635794","-7.20681877476663,-13.276960752780832","-15.703846785668121,-25.03241292631367","-19.28913833736319,-29.198171725045754","-25.28047899349507,-38.14104770309125","-30.67082936089855,-46.91071119571056","-37.772181006231364,-55.25768986618487","-42.67473509989893,-53.36659069881676","-47.735958768117186,-65.03910481094796"
"-35.85477634229428,-89.98691699965457","-0.3086749389753318,0.48106292975120407","0.7870737710266555,-9.317795844537693","0.11293609530082982,-24.361216725310513","0.22081535690271803,-24.418065728009722","-2.022359191659305,-36.606934645804415","-4.427915530056302,-38.30609427270562","-2.744054952389167,-54.98082385890125","-3.990137492690165,-58.67158647447283","-7.732661222910275,-59.98331630407306","-5.612028254804613,-70.45543585135445"
"113.0,34.0","0.0,0.0","12.0,1.0","26.0,5.0","42.0,11.0","55.0,15.0","67.0,19.0","79.0,22.0","92.0,26.0","104.0,29.0","113.0,34.0"
"120.54115188435284,47.26394623218117","-7.0280643968112955,-0.44273964337756166","1.9798066686377218,-0.16321332521682025","30.34824533112394,1.556312730329878","35.371180250761526,6.540304847311692","43.00859094972445,10.273209946753713","65.14678123749773,12.79232610307521","77.37123851237088,14.794924707749502","81.93572243647034,16.96826263459139","105.26868748326731,21.822537220295178","112.26484378897628,22.14787395407134"
